Column 0,Column 1,Column 2,Column 3
"Graystone Manor Apartments | 1425 N Sierra Bonita Ave, Los Angeles, CA","$2,150+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/graystone-manor-apartments/5Xk39x/,https://photos.zillowstatic.com/fp/3e31b486c93a37b72bad96289d3689b5-p_e.jpg
"Babylon | 360 S Detroit St, Los Angeles, CA","$2,000+ Studio",https://www.zillow.com/apartments/los-angeles-ca/babylon/9Tz7Cy/,https://photos.zillowstatic.com/fp/e07db14c3db137f5623148801198d05e-p_e.jpg
"Ben Lomond - P&W Johnsen Revocable Trust | 3400 Ben Lomond Pl, Los Angeles, CA","$1,995+ Studio",https://www.zillow.com/apartments/los-angeles-ca/ben-lomond-.dash.-p%26w-johnsen-revocable-trust/5XjMgV/,https://photos.zillowstatic.com/fp/208daf93c73a9a8913f7b79a56d648a7-p_e.jpg
"Mathews Apartments, 116 S Mathews St, Los Angeles, CA 90033","$1,800+/mo",https://www.zillow.com/homedetails/116-S-Mathews-St-E5D05CA9C-Los-Angeles-CA-90033/2055295193_zpid/,
"Beverly Park Towers | 1470 S Beverly Dr, Los Angeles, CA","$2,495+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/beverly-park-towers/9Tz56x/,https://photos.zillowstatic.com/fp/4b0b69790ca34bfab2909bd3614fb942-p_e.jpg
"The Marquee Apartments | 12300 Sherman Way, North Hollywood, CA","$1,679+ Studio",https://www.zillow.com/apartments/north-hollywood-ca/the-marquee-apartments/5XkKPx/,https://photos.zillowstatic.com/fp/5d79b16fc06db8ad72bf4a3b8b259fb0-p_e.jpg
"Vassar Terrace | 7000 Vassar Ave, Canoga Park, CA","$2,646+ 2 bds",https://www.zillow.com/apartments/canoga-park-ca/vassar-terrace/5XnH6G/,https://photos.zillowstatic.com/fp/2d45ed6423133c4ef48b67cb41990e17-p_e.jpg
"The Social Apartments | 11011 Huston St, North Hollywood, CA","$2,495+ 1 bd",https://www.zillow.com/apartments/north-hollywood-ca/the-social-apartments/5XjNQR/,https://photos.zillowstatic.com/fp/0f9e1c90625c9dc37bfe294410bbf264-p_e.jpg
"The Kenmore Los Feliz | 1840 N Kenmore Ave, Los Angeles, CA","$2,366+ Studio",https://www.zillow.com/apartments/los-angeles-ca/the-kenmore-los-feliz/5XjSWp/,https://photos.zillowstatic.com/fp/c62dafabb5442bab7eafbab1b80dc50e-p_e.jpg
"Western Lux | 928 N Western Ave, Los Angeles, CA","$3,495+ 3 bds",https://www.zillow.com/apartments/los-angeles-ca/western-lux/9WZd88/,https://photos.zillowstatic.com/fp/b9edb4101aadc92e897de142d802503b-p_e.jpg
"The Harper | 800 S Harvard Blvd, Los Angeles, CA","$3,346+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/the-harper/9Ty5X8/,https://photos.zillowstatic.com/fp/ca5ab5049cf8fd9dd7854a05b4c45cd5-p_e.jpg
"Mariposa Hollywood Towers, 850 N Mariposa Ave APT 112, Los Angeles, CA 90029","$2,150/mo",https://www.zillow.com/apartments/los-angeles-ca/mariposa-hollywood-towers/9TyxkM/,https://photos.zillowstatic.com/fp/a5838f2691a2948f401e4004b9d8ec29-p_e.jpg
"Village Grove | 8938 Tobias Ave, Panorama City, CA","$1,749+ 1 bd",https://www.zillow.com/apartments/panorama-city-ca/village-grove/5XjR32/,https://photos.zillowstatic.com/fp/d3aeb780467fe86dbafc61a115b229d5-p_e.jpg
"The Julie Lee Apartments | 1665 N Sycamore Ave, Los Angeles, CA","$1,900+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/the-julie-lee-apartments/5j3Q4T/,https://photos.zillowstatic.com/fp/277b18245f60f620b1b1c7ad02ced388-p_e.jpg
"Meridian Pointe | 9500 Zelzah Ave, Northridge, CA","$1,225+ Studio",https://www.zillow.com/apartments/northridge-ca/meridian-pointe/5XjNcB/,https://photos.zillowstatic.com/fp/4727dd231a54cd4e3d8ce8b3088cb477-p_e.jpg
"Normandie World Towers | 171 S Normandie Ave, Los Angeles, CA","$2,150+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/normandie-world-towers/9Ty263/,https://photos.zillowstatic.com/fp/f02a562d55c9d5012e16efa144ef12df-p_e.jpg
"The Lofts at the Security Building Apartments | 510 S Spring St, Los Angeles, CA","$1,691+ Studio",https://www.zillow.com/apartments/los-angeles-ca/the-lofts-at-the-security-building-apartments/5XjMhz/,https://photos.zillowstatic.com/fp/3fa094209e8a3f010767df940a362434-p_e.jpg
"417 S. Barrington Avenue, 417 S Barrington Ave, Los Angeles, CA 90049","$6,195+/mo",https://www.zillow.com/homedetails/417-S-Barrington-Ave-C0D3075AA-Los-Angeles-CA-90049/2066713103_zpid/,https://photos.zillowstatic.com/fp/44c70da5f8a377b90e83fd45ba11a1a9-p_e.jpg
"Olympic by Windsor | 936 S Olive St, Los Angeles, CA","$1,955+ Studio",https://www.zillow.com/apartments/los-angeles-ca/olympic-by-windsor/65fcQM/,https://photos.zillowstatic.com/fp/7d326ab428a0e650ebfda3aa53cdf188-p_e.jpg
"Aliso | 950 E 3rd St, Los Angeles, CA","$2,141+ Studio",https://www.zillow.com/apartments/los-angeles-ca/aliso/BCgvZw/,https://photos.zillowstatic.com/fp/b1e89b84cdafb8bc15e33641ee7e4080-p_e.jpg
"The Juliette, 11246 Otsego St #603, North Hollywood, CA 91601","$2,900/mo",https://www.zillow.com/apartments/north-hollywood-ca/the-juliette/5j3nBG/,https://photos.zillowstatic.com/fp/29354489fcaa5440749060af4b89b9ff-p_e.jpg
"Wilshire Berendo Metropolitan | 333 S Berendo St, Los Angeles, CA","$1,875+ Studio",https://www.zillow.com/apartments/los-angeles-ca/wilshire-berendo-metropolitan/9Tyf9p/,https://photos.zillowstatic.com/fp/bee0adc3e8d08472810ec7e8c525c75f-p_e.jpg
"Sunset Poinsettia Towers | 1550 N Poinsettia Pl, Los Angeles, CA","$2,395+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/sunset-poinsettia-towers/5j3P7w/,https://photos.zillowstatic.com/fp/76b5a0274989622aea7875606cb13427-p_e.jpg
"Alina | 700 W 9th St, Los Angeles, CA","$2,527+ Studio",https://www.zillow.com/apartments/los-angeles-ca/alina/B5kFQ3/,https://photos.zillowstatic.com/fp/34307294b5d415fa5cc5380bb02bf559-p_e.jpg
"315 Virgil | 315 S Virgil Ave, Los Angeles, CA","$2,048+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/315-virgil/B6QjRF/,https://photos.zillowstatic.com/fp/8dfe36908fc7f70a69da3dc0750ed6d9-p_e.jpg
"San Pedro Bank Lofts | 407 W 7th St, San Pedro, CA","$3,657+ 1 bd",https://www.zillow.com/apartments/san-pedro-ca/san-pedro-bank-lofts/5XkJxs/,https://photos.zillowstatic.com/fp/c6db5536d6c1c4db84b890c8294c7df6-p_e.jpg
"Summit on Woodman | 7354 Woodman Ave, Van Nuys, CA","$2,695+ 2 bds",https://www.zillow.com/apartments/van-nuys-ca/summit-on-woodman/9MZtJS/,https://photos.zillowstatic.com/fp/87d3938d6e6164b45b96a733761dc198-p_e.jpg
"Sherman Circle | 14500 Sherman Cir, Van Nuys, CA","$2,446+ 1 bd",https://www.zillow.com/apartments/van-nuys-ca/sherman-circle/5YyG9p/,https://photos.zillowstatic.com/fp/8512dc2ad1fd5b5b5512545bb0f91daa-p_e.jpg
"mResidences Miracle Mile | 5659 W 8th St, Los Angeles, CA","$4,987+ 2 bds",https://www.zillow.com/apartments/los-angeles-ca/mresidences-miracle-mile/5XjRCS/,https://photos.zillowstatic.com/fp/46499596f60eb49484ba937e2b7f3eae-p_e.jpg
"Casa Dorado | 6322 Reseda Blvd, Reseda, CA","$1,695+ Studio",https://www.zillow.com/apartments/tarzana-ca/casa-dorado/5XjQPk/,https://photos.zillowstatic.com/fp/aadef2a317f367b32cfaa4a15797dbd6-p_e.jpg
"Villa De Adel Apts | 245 N Alvarado St, Los Angeles, CA","$1,850+ Studio",https://www.zillow.com/apartments/los-angeles-ca/villa-de-adel-apts/5XjPsy/,https://photos.zillowstatic.com/fp/87c6c66a5d36ff7500a761583c06583a-p_e.jpg
"SHR - Sherman Gardens, 20251 Sherman Way APT 102, Winnetka, CA 91306","$1,695/mo",https://www.zillow.com/apartments/canoga-park-ca/shr-.dash.-sherman-gardens/5ZqFgp/,https://photos.zillowstatic.com/fp/8ccceacd029c0967cb45cc43d15a9935-p_e.jpg
"238 South Serrano Ave | 238 S Serrano Ave, Los Angeles, CA","$1,598+ Studio",https://www.zillow.com/apartments/los-angeles-ca/238-south-serrano-ave/9Ty2b8/,https://photos.zillowstatic.com/fp/98e857f5d6f14d96128f5a7f44e75abc-p_e.jpg
"Mardette Apartments | 2707 Portland St, Los Angeles, CA","$1,700+ Studio","https://www.zillow.com/b/building/34.029835,-118.28331_ll/",https://photos.zillowstatic.com/fp/1b390db3fcb122fa71b679b06d20a877-p_e.jpg
"The Ritz on Berendo | 341 S Berendo St, Los Angeles, CA","$2,150+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/the-ritz-on-berendo/9TyfF6/,https://photos.zillowstatic.com/fp/3d40f691d05bd9517bebbdf4ebb7cc1c-p_e.jpg
"Wooster | 835 S Wooster St, Los Angeles, CA","$2,050+ Studio",https://www.zillow.com/apartments/los-angeles-ca/wooster/5j3Qv2/,https://photos.zillowstatic.com/fp/6982dbf8717d7755877a916e58a033c7-p_e.jpg
"Wilshire Catalina Plaza | 334 S Catalina St, Los Angeles, CA","$1,875+ Studio",https://www.zillow.com/apartments/los-angeles-ca/wilshire-catalina-plaza/9TyfC7/,
"Bell Warner Center | 21050 Kittridge St, Canoga Park, CA","$2,275+ Studio",https://www.zillow.com/apartments/canoga-park-ca/bell-warner-center/BjYq4b/,https://photos.zillowstatic.com/fp/217ff05bd162aa3b7f90b1510683b0b6-p_e.jpg
"Wilshire Villa | 10811 Ashton Ave, Los Angeles, CA","$3,400+ 2 bds",https://www.zillow.com/apartments/los-angeles-ca/wilshire-villa/5XjVDJ/,https://photos.zillowstatic.com/fp/b91a26150a91d932c8bd16259c08d035-p_e.jpg
"Woodbridge Village, 7350 Lankershim Blvd, North Hollywood, CA 91605","$1,745+/mo",https://www.zillow.com/apartments/north-hollywood-ca/woodbridge-village/5XkKs8/,https://photos.zillowstatic.com/fp/c10ce64ee4cbeebe2c5f139211e735a1-p_e.jpg
"Riverside Terrace - 11495 Riverside Drive, LLC, 11495 Riverside Dr APT 105, North Hollywood, CA 91602","$2,095/mo","https://www.zillow.com/apartments/north-hollywood-ca/riverside-terrace-.dash.-11495-riverside-drive,-llc/5XtbZq/",https://photos.zillowstatic.com/fp/be3660951ca23e918d06ed9c384b1ac4-p_e.jpg
"Gloria Homes Apartments | 4928 W Martin Luther King Jr Blvd, Los Angeles, CA","$1,957+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/gloria-homes-apartments/5XjRCQ/,https://photos.zillowstatic.com/fp/626cf873c8046a7d191c6023abc086a1-p_e.jpg
"11NOHO APARTMENTS | 4805 N Bakman Ave, North Hollywood, CA","$2,650+ Studio",https://www.zillow.com/b/11noho-apartments-north-hollywood-ca-BwZXbC/,https://photos.zillowstatic.com/fp/089eb17346ea92ded1ffa4c3b6193383-p_e.jpg
"Sunset Poinsettia Regency | 1419 N Poinsettia Pl, Los Angeles, CA","$2,095+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/sunset-poinsettia-regency/9TzWq2/,https://photos.zillowstatic.com/fp/f3c5a60eb80e0c289894841c8fda0a94-p_e.jpg
"Las Palmas Apartments, 1231 N Las Palmas Ave APT 105, Los Angeles, CA 90038","$2,785/mo",https://www.zillow.com/apartments/los-angeles-ca/las-palmas-apartments/5XjNJw/,https://photos.zillowstatic.com/fp/87d7c5904f3f9690ac19cce2b80176e4-p_e.jpg
"Sunset Detroit Plaza | 7125 De Longpre Ave, Los Angeles, CA","$2,695+ 2 bds",https://www.zillow.com/apartments/los-angeles-ca/sunset-detroit-plaza/5j3KcQ/,https://photos.zillowstatic.com/fp/32ec7e7973773ddf6cc3502e4e5d979a-p_e.jpg
"Sunset Martel Towers | 1400 N Martel Ave, Los Angeles, CA","$1,895+ Studio",https://www.zillow.com/apartments/los-angeles-ca/sunset-martel-towers/9TzWht/,https://photos.zillowstatic.com/fp/49d6d4379a823083258a9cacf713bca2-p_e.jpg
"1333 N Martel | 1333 N Martel Ave, Los Angeles, CA","$2,900+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/1333-n-martel/9TzWWb/,https://photos.zillowstatic.com/fp/527a2662dc8e4f6d442dfce43723376a-p_e.jpg
"927 Fedora, 927 Fedora St #305, Los Angeles, CA 90006","$3,400/mo",https://www.zillow.com/apartments/los-angeles-ca/927-fedora/9MKrxT/,https://photos.zillowstatic.com/fp/cb60e4d0e87db3ceab7d18764fa1b2d4-p_e.jpg
"9600 Reseda Blvd, 9600 Reseda Blvd #117, Northridge, CA 91324","$1,795/mo",https://www.zillow.com/apartments/northridge-ca/9600-reseda-blvd/5XjMkX/,https://photos.zillowstatic.com/fp/d26b16ac879f436da0a28b07356131af-p_e.jpg
"4378 Sepulveda Blvd | 4378 Sepulveda Blvd, Sherman Oaks, CA","$2,298+ 2 bds",https://www.zillow.com/apartments/sherman-oaks-ca/4378-sepulveda-blvd/5XpSc7/,https://photos.zillowstatic.com/fp/21f5fe8a13782e0e2bfcbdb8913cb651-p_e.jpg
"827 Gramercy, 827 Gramercy Dr, Los Angeles, CA 90005","$1,900+/mo",https://www.zillow.com/homedetails/827-Gramercy-Dr-4F3E9F8F9-Los-Angeles-CA-90005/345660463_zpid/,https://photos.zillowstatic.com/fp/553f57912e010c52dc811ab089349b0e-p_e.jpg
"Crosby on Wilshire | 3350 Wilshire Blvd, Los Angeles, CA","$1,795+ Studio",https://www.zillow.com/apartments/los-angeles-ca/crosby-on-wilshire/9myKtk/,https://photos.zillowstatic.com/fp/054fb61a0c67cf94842289bb45fa2aed-p_e.jpg
"Rise Koreatown | 750 S Oxford Ave, Los Angeles, CA","$2,360+ Studio",https://www.zillow.com/apartments/los-angeles-ca/rise-koreatown/9Ty5TF/,https://photos.zillowstatic.com/fp/de7327027d83614c5bc1fe9d81e016d1-p_e.jpg
"1138 South La Cienega | 1138 S La Cienega Blvd, Los Angeles, CA","$1,850+ Studio","https://www.zillow.com/b/building/34.0559,-118.375755_ll/",https://photos.zillowstatic.com/fp/fb042f0eeed4f32e0990e1d82fcbb2a5-p_e.jpg
"Pierre Towers | 8700 Burton Way, Los Angeles, CA","$3,050+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/pierre-towers/9MMhZQ/,https://photos.zillowstatic.com/fp/8cd88efe229ecd67395d22743c0b0462-p_e.jpg
"The Enclave | 10900 Bluffside Dr, Studio City, CA","$2,070+ 1 bd",https://www.zillow.com/apartments/studio-city-ca/the-enclave/5Xk3SL/,https://photos.zillowstatic.com/fp/5aa951c524cd57e4a0450a8ee4c642ba-p_e.jpg
"7010 Lanewood Ave LLC, 7010 Lanewood Ave APT 104, Los Angeles, CA 90028","$1,895/mo",https://www.zillow.com/apartments/los-angeles-ca/7010-lanewood-ave-llc/5XkPL2/,https://photos.zillowstatic.com/fp/fb70fbe73ef47fddbe2ca30d9ab89407-p_e.jpg
"Wilshire Berendo Towers | 330 S Berendo St, Los Angeles, CA","$1,875+ Studio",https://www.zillow.com/apartments/los-angeles-ca/wilshire-berendo-towers/5XjRdN/,https://photos.zillowstatic.com/fp/64aadaffc1544d8ec956007576b1b089-p_e.jpg
"Canyon, 1250 W Court St, Los Angeles, CA 90026","$3,150+/mo",https://www.zillow.com/homedetails/1250-W-Court-St-4F332B5A2-Los-Angeles-CA-90026/2061436643_zpid/,https://photos.zillowstatic.com/fp/f115d2b2b8cab2ca55c520a4dcc05916-p_e.jpg
"16070 Sunset Blvd | 16070 W Sunset Blvd, Pacific Palisades, CA","$2,998+ 2 bds",https://www.zillow.com/apartments/pacific-palisades-ca/16070-sunset-blvd/5XnF32/,https://photos.zillowstatic.com/fp/817ede8580543043668aa965a47ef289-p_e.jpg
"La Fontaine West | 1333 N Curson Ave, Los Angeles, CA","$3,495+ 2 bds",https://www.zillow.com/apartments/los-angeles-ca/la-fontaine-west/5YCXxB/,https://photos.zillowstatic.com/fp/0b23b542f047c09d87ea61cb2b9c52fa-p_e.jpg
"Playa Summit | 7077 Alvern St, Los Angeles, CA","$2,308+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/playa-summit/5XjKYJ/,https://photos.zillowstatic.com/fp/46295a87765acdf61ed340e81450f12a-p_e.jpg
"Archer, 12431 Rochester Ave #201, Los Angeles, CA 90025","$5,695/mo",https://www.zillow.com/apartments/los-angeles-ca/archer/9MLSt8/,https://photos.zillowstatic.com/fp/5f5050dea259848248f12a840c3aaa8e-p_e.jpg
"2820 Sawtelle Blvd | 2820 Sawtelle Blvd, Los Angeles, CA","$2,598+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/2820-sawtelle-blvd/5XjLQ8/,https://photos.zillowstatic.com/fp/05f37cad113a6b8468f091b021d9dfd4-p_e.jpg
"West View Terrace | 2501 W West View St, Los Angeles, CA","$2,749+ 2 bds",https://www.zillow.com/apartments/los-angeles-ca/west-view-terrace/5gJtsm/,https://photos.zillowstatic.com/fp/4dccca02e008a741e8a6c7a4ab6700d4-p_e.jpg
"Mid-Wilshire Catalina | 530 S Catalina St, Los Angeles, CA","$1,875+ Studio",https://www.zillow.com/apartments/los-angeles-ca/mid.dash.wilshire-catalina/5Xt5CR/,https://photos.zillowstatic.com/fp/8b07ea5cc35bdb8fe6f1e32193d8bfce-p_e.jpg
"1610 N Normandie Ave, 1610 N Normandie Ave #217, Los Angeles, CA 90027","$1,495/mo",https://www.zillow.com/apartments/los-angeles-ca/1610-n-normandie-ave/5XkKTx/,https://photos.zillowstatic.com/fp/29c319925ddf92eea428110be0760a04-p_e.jpg
"Encino Majestic | 5101 Balboa Blvd, Encino, CA","$1,850+ 1 bd",https://www.zillow.com/apartments/encino-ca/encino-majestic/5XjLNw/,https://photos.zillowstatic.com/fp/18fe24137189e04b1da3c92789ab4f2d-p_e.jpg
"Park Barrington | 2440 S Barrington Ave, Los Angeles, CA","$2,140+ Studio",https://www.zillow.com/apartments/los-angeles-ca/park-barrington/9Tzzxz/,https://photos.zillowstatic.com/fp/a0983421ad95396cedecffaba6c8d66a-p_e.jpg
"Natick Park | 4701 Natick Ave, Sherman Oaks, CA","$2,295+ 1 bd",https://www.zillow.com/apartments/sherman-oaks-ca/natick-park/5XjxCV/,https://photos.zillowstatic.com/fp/d921c8db3557b97424c3710886d73ac5-p_e.jpg
"2975 Leeward Ave, 2975 Leeward Ave, Los Angeles, CA 90005","$1,550+/mo",https://www.zillow.com/homedetails/2975-Leeward-Ave-4117A86C2-Los-Angeles-CA-90005/2066683462_zpid/,
"Cahuenga Noho | 5331 N Cahuenga Blvd, North Hollywood, CA","$1,995+ 1 bd",https://www.zillow.com/apartments/north-hollywood-ca/cahuenga-noho/C4LRj5/,https://photos.zillowstatic.com/fp/c09fd57e36178f2eafb381e249b5a38e-p_e.jpg
"951 S. Oxford Ave. | 951 S Oxford Ave, Los Angeles, CA","$1,635+ Studio",https://www.zillow.com/apartments/los-angeles-ca/951-s.-oxford-ave./5XjS37/,https://photos.zillowstatic.com/fp/75705ff685710edf91d6cd527a6003fb-p_e.jpg
"Westside Terrace Apartments | 3636 S Sepulveda Blvd, Los Angeles, CA","$1,699+ Studio",https://www.zillow.com/apartments/los-angeles-ca/westside-terrace-apartments/5XkG4v/,https://photos.zillowstatic.com/fp/1026fb4360454694567d560f485af902-p_e.jpg
"The Hamlin | 6500 Lankershim Blvd, North Hollywood, CA","$2,300+ Studio",https://www.zillow.com/apartments/north-hollywood-ca/the-hamlin/9Mbcqz/,https://photos.zillowstatic.com/fp/db7e2e18be655963232a7e722af32c4f-p_e.jpg
"Laurel Canyon | 5747 Laurel Canyon Blvd, Valley Village, CA","$1,595+ Studio",https://www.zillow.com/apartments/valley-village-ca/laurel-canyon/5XqsbX/,https://photos.zillowstatic.com/fp/3df322c47d5e04ff8c660c1dbdc2b176-p_e.jpg
"Sterling Koreatown Regency, 953-961 Elden Ave #B108, Los Angeles, CA 90006","$2,150/mo",https://www.zillow.com/apartments/los-angeles-ca/sterling-koreatown-regency/BPVsH5/,https://photos.zillowstatic.com/fp/473f7dec389d9c0a60f83c6111e14fb2-p_e.jpg
"Gracie on Gramercy, 1836 N Gramercy Pl APT 4, Los Angeles, CA 90028","$2,099/mo",https://www.zillow.com/apartments/los-angeles-ca/gracie-on-gramercy/9TywTp/,https://photos.zillowstatic.com/fp/3553e5ccbca2706614fdadae9da7c489-p_e.jpg
"1210 North Cherokee Ave. | 1210 N Cherokee Ave, Los Angeles, CA","$1,695+ Studio",https://www.zillow.com/apartments/los-angeles-ca/1210-north-cherokee-ave./5XjxGt/,https://photos.zillowstatic.com/fp/bed3bd41f10fd87a2df91d20673f2852-p_e.jpg
"The Elysian | 1115 W Sunset Blvd, Los Angeles, CA","$2,750+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/the-elysian/5gzYCh/,https://photos.zillowstatic.com/fp/8e92ac0a358263191fad794de6a14be4-p_e.jpg
"Burton Plaza, 9005 Burton Way #5-402, Los Angeles, CA 90048","$1,895/mo",https://www.zillow.com/b/burton-plaza-los-angeles-ca-5XkJk3/,https://photos.zillowstatic.com/fp/34fd7f652ae8d93663eb2686b601abe9-p_e.jpg
"Graystone Manor Apartments | 1425 N Sierra Bonita Ave, Los Angeles, CA","$2,150+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/graystone-manor-apartments/5Xk39x/,https://photos.zillowstatic.com/fp/3e31b486c93a37b72bad96289d3689b5-p_e.jpg
"Babylon | 360 S Detroit St, Los Angeles, CA","$2,000+ Studio",https://www.zillow.com/apartments/los-angeles-ca/babylon/9Tz7Cy/,https://photos.zillowstatic.com/fp/e07db14c3db137f5623148801198d05e-p_e.jpg
"Ben Lomond - P&W Johnsen Revocable Trust | 3400 Ben Lomond Pl, Los Angeles, CA","$1,995+ Studio",https://www.zillow.com/apartments/los-angeles-ca/ben-lomond-.dash.-p%26w-johnsen-revocable-trust/5XjMgV/,https://photos.zillowstatic.com/fp/208daf93c73a9a8913f7b79a56d648a7-p_e.jpg
"Mathews Apartments, 116 S Mathews St, Los Angeles, CA 90033","$1,800+/mo",https://www.zillow.com/homedetails/116-S-Mathews-St-E5D05CA9C-Los-Angeles-CA-90033/2055295193_zpid/,
"Beverly Park Towers | 1470 S Beverly Dr, Los Angeles, CA","$2,495+ 1 bd",https://www.zillow.com/apartments/los-angeles-ca/beverly-park-towers/9Tz56x/,https://photos.zillowstatic.com/fp/4b0b69790ca34bfab2909bd3614fb942-p_e.jpg
"The Marquee Apartments | 12300 Sherman Way, North Hollywood, CA","$1,679+ Studio",https://www.zillow.com/apartments/north-hollywood-ca/the-marquee-apartments/5XkKPx/,https://photos.zillowstatic.com/fp/5d79b16fc06db8ad72bf4a3b8b259fb0-p_e.jpg
"Vassar Terrace | 7000 Vassar Ave, Canoga Park, CA","$2,646+ 2 bds",https://www.zillow.com/apartments/canoga-park-ca/vassar-terrace/5XnH6G/,https://photos.zillowstatic.com/fp/2d45ed6423133c4ef48b67cb41990e17-p_e.jpg
"The Social Apartments | 11011 Huston St, North Hollywood, CA","$2,495+ 1 bd",https://www.zillow.com/apartments/north-hollywood-ca/the-social-apartments/5XjNQR/,https://photos.zillowstatic.com/fp/0f9e1c90625c9dc37bfe294410bbf264-p_e.jpg
"The Kenmore Los Feliz | 1840 N Kenmore Ave, Los Angeles, CA","$2,366+ Studio",https://www.zillow.com/apartments/los-angeles-ca/the-kenmore-los-feliz/5XjSWp/,https://photos.zillowstatic.com/fp/c62dafabb5442bab7eafbab1b80dc50e-p_e.jpg
"Western Lux | 928 N Western Ave, Los Angeles, CA","$3,495+ 3 bds",https://www.zillow.com/apartments/los-angeles-ca/western-lux/9WZd88/,https://photos.zillowstatic.com/fp/b9edb4101aadc92e897de142d802503b-p_e.jpg
